source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
GO:BP,GO:0006810,transport,0.009661601088187621,True,"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]",2187,151,38,14996,0.25165562913907286,0.017375400091449476,query_1,['GO:0051234'],"['ENSDARG00000101324', 'ENSDARG00000027355', 'ENSDARG00000016771', 'ENSDARG00000092170', 'ENSDARG00000022767', 'ENSDARG00000012609', 'ENSDARG00000058476', 'ENSDARG00000042780', 'ENSDARG00000092155', 'ENSDARG00000043279', 'ENSDARG00000058953', 'ENSDARG00000075016', 'ENSDARG00000012076', 'ENSDARG00000060496', 'ENSDARG00000070078', 'ENSDARG00000015662', 'ENSDARG00000089310', 'ENSDARG00000040298', 'ENSDARG00000104450', 'ENSDARG00000030872', 'ENSDARG00000026682', 'ENSDARG00000059902', 'ENSDARG00000021573', 'ENSDARG00000075436', 'ENSDARG00000036722', 'ENSDARG00000060345', 'ENSDARG00000020866', 'ENSDARG00000078132', 'ENSDARG00000008948', 'ENSDARG00000102004', 'ENSDARG00000009153', 'ENSDARG00000071159', 'ENSDARG00000009470', 'ENSDARG00000076401', 'ENSDARG00000041848', 'ENSDARG00000094929', 'ENSDARG00000078902', 'ENSDARG00000057098']","[['IEA'], ['IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IDA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:CC,GO:0110165,cellular anatomical structure,0.010169178771889774,True,"""A part of a cellular organism consisting of a material entity with granularity above the level of a protein complex but below that of an anatomical system. Note that cellular organisms exclude viruses."" [GOC:kmv]",11593,130,130,12235,1.0,0.011213663417579574,query_1,['GO:0005575'],"['ENSDARG00000101324', 'ENSDARG00000027355', 'ENSDARG00000016771', 'ENSDARG00000092170', 'ENSDARG00000020741', 'ENSDARG00000012694', 'ENSDARG00000008969', 'ENSDARG00000053973', 'ENSDARG00000090850', 'ENSDARG00000058476', 'ENSDARG00000090286', 'ENSDARG00000076853', 'ENSDARG00000036700', 'ENSDARG00000016319', 'ENSDARG00000092155', 'ENSDARG00000043719', 'ENSDARG00000021339', 'ENSDARG00000071076', 'ENSDARG00000069293', 'ENSDARG00000043279', 'ENSDARG00000058953', 'ENSDARG00000087359', 'ENSDARG00000104172', 'ENSDARG00000058053', 'ENSDARG00000041645', 'ENSDARG00000055278', 'ENSDARG00000021172', 'ENSDARG00000006220', 'ENSDARG00000052948', 'ENSDARG00000061383', 'ENSDARG00000021004', 'ENSDARG00000055705', 'ENSDARG00000022788', 'ENSDARG00000012076', 'ENSDARG00000043342', 'ENSDARG00000060496', 'ENSDARG00000041595', 'ENSDARG00000052207', 'ENSDARG00000070078', 'ENSDARG00000076448', 'ENSDARG00000015662', 'ENSDARG00000039516', 'ENSDARG00000089310', 'ENSDARG00000057498', 'ENSDARG00000019772', 'ENSDARG00000075855', 'ENSDARG00000016412', 'ENSDARG00000039517', 'ENSDARG00000075827', 'ENSDARG00000040298', 'ENSDARG00000062688', 'ENSDARG00000093193', 'ENSDARG00000069290', 'ENSDARG00000053500', 'ENSDARG00000045414', 'ENSDARG00000104450', 'ENSDARG00000100844', 'ENSDARG00000030872', 'ENSDARG00000026682', 'ENSDARG00000029388', 'ENSDARG00000059902', 'ENSDARG00000075632', 'ENSDARG00000068586', 'ENSDARG00000021573', 'ENSDARG00000005842', 'ENSDARG00000034862', 'ENSDARG00000032098', 'ENSDARG00000056781', 'ENSDARG00000093068', 'ENSDARG00000040747', 'ENSDARG00000070453', 'ENSDARG00000022689', 'ENSDARG00000097285', 'ENSDARG00000001818', 'ENSDARG00000041685', 'ENSDARG00000100782', 'ENSDARG00000055240', 'ENSDARG00000093198', 'ENSDARG00000075163', 'ENSDARG00000091609', 'ENSDARG00000090943', 'ENSDARG00000016081', 'ENSDARG00000036722', 'ENSDARG00000070140', 'ENSDARG00000103589', 'ENSDARG00000006341', 'ENSDARG00000020866', 'ENSDARG00000102175', 'ENSDARG00000063635', 'ENSDARG00000008553', 'ENSDARG00000078180', 'ENSDARG00000079980', 'ENSDARG00000096304', 'ENSDARG00000003635', 'ENSDARG00000089399', 'ENSDARG00000078132', 'ENSDARG00000039687', 'ENSDARG00000055185', 'ENSDARG00000077202', 'ENSDARG00000079443', 'ENSDARG00000102004', 'ENSDARG00000102888', 'ENSDARG00000091503', 'ENSDARG00000098162', 'ENSDARG00000071159', 'ENSDARG00000078757', 'ENSDARG00000096586', 'ENSDARG00000094408', 'ENSDARG00000053620', 'ENSDARG00000031649', 'ENSDARG00000105976', 'ENSDARG00000116259', 'ENSDARG00000009470', 'ENSDARG00000031616', 'ENSDARG00000058332', 'ENSDARG00000076401', 'ENSDARG00000092652', 'ENSDARG00000070918', 'ENSDARG00000041848', 'ENSDARG00000075698', 'ENSDARG00000063059', 'ENSDARG00000098952', 'ENSDARG00000095590', 'ENSDARG00000094929', 'ENSDARG00000109370', 'ENSDARG00000012395', 'ENSDARG00000078902', 'ENSDARG00000057098', 'ENSDARG00000071501', 'ENSDARG00000091905']","[['IEA'], ['IEA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IBA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0046654,tetrahydrofolate biosynthetic process,0.011959928132905884,True,"""The chemical reactions and pathways resulting in the formation of tetrahydrofolate, 5,6,7,8-tetrahydrofolic acid, a folate derivative bearing additional hydrogens on the pterin group."" [ISBN:0198506732]",4,151,2,14996,0.013245033112582781,0.5,query_1,"['GO:0009396', 'GO:0046653']","['ENSDARG00000070453', 'ENSDARG00000068876']","[['IEA'], ['IEA']]"
GO:BP,GO:0085029,extracellular matrix assembly,0.011959928132905884,True,"""The aggregation, arrangement and bonding together of the extracellular matrix."" [GOC:jl]",4,151,2,14996,0.013245033112582781,0.5,query_1,"['GO:0022607', 'GO:0030198']","['ENSDARG00000096586', 'ENSDARG00000094408']","[['IBA'], ['IBA']]"
GO:BP,GO:0097006,regulation of plasma lipoprotein particle levels,0.011959928132905884,True,"""Any process involved in the maintenance of internal levels of plasma lipoprotein particles within an organism."" [GOC:BHF]",4,151,2,14996,0.013245033112582781,0.5,query_1,['GO:0050789'],"['ENSDARG00000092170', 'ENSDARG00000092155']","[['IBA'], ['IBA']]"
GO:BP,GO:0050820,positive regulation of coagulation,0.011959928132905884,True,"""Any process that activates or increases the frequency, rate or extent of coagulation."" [GOC:ai]",4,151,2,14996,0.013245033112582781,0.5,query_1,"['GO:0050817', 'GO:0050818', 'GO:0051240']","['ENSDARG00000061383', 'ENSDARG00000076448']","[['IEA'], ['IBA']]"
GO:BP,GO:0030212,hyaluronan metabolic process,0.011959928132905884,True,"""The chemical reactions and pathways involving hyaluronan, the naturally occurring anionic form of hyaluronic acid. Hyaluronan is a type of non-sulfated glycosaminoglycan composed of the repeating disaccharide unit beta(1,4)-D-glucuronic acid-beta(1,3)-N-acetyl-D-glucosamine."" [PMID:33171800, PMID:35536932]",4,151,2,14996,0.013245033112582781,0.5,query_1,['GO:0030203'],"['ENSDARG00000045516', 'ENSDARG00000055036']","[['IEA'], ['IEA']]"
GO:BP,GO:0015718,monocarboxylic acid transport,0.012062016884750082,True,"""The directed movement of monocarboxylic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:krc]",39,151,4,14996,0.026490066225165563,0.10256410256410256,query_1,['GO:0046942'],"['ENSDARG00000015662', 'ENSDARG00000021573', 'ENSDARG00000008948', 'ENSDARG00000009153']","[['IEA'], ['IEA'], ['IEA'], ['IEA']]"
KEGG,KEGG:00591,Linoleic acid metabolism,0.014127386815543415,True,Linoleic acid metabolism,28,94,4,6524,0.0425531914893617,0.14285714285714285,query_1,['KEGG:00000'],"['ENSDARG00000015662', 'ENSDARG00000096445', 'ENSDARG00000008948', 'ENSDARG00000009153']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:01240,Biosynthesis of cofactors,0.014450632442065186,True,Biosynthesis of cofactors,147,94,8,6524,0.0851063829787234,0.05442176870748299,query_1,['KEGG:00000'],"['ENSDARG00000018351', 'ENSDARG00000006220', 'ENSDARG00000070453', 'ENSDARG00000068876', 'ENSDARG00000002394', 'ENSDARG00000033594', 'ENSDARG00000043820', 'ENSDARG00000068474']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:00590,Arachidonic acid metabolism,0.014450632442065186,True,Arachidonic acid metabolism,52,94,5,6524,0.05319148936170213,0.09615384615384616,query_1,['KEGG:00000'],"['ENSDARG00000068478', 'ENSDARG00000015662', 'ENSDARG00000096445', 'ENSDARG00000008948', 'ENSDARG00000009153']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:00232,Caffeine metabolism,0.014450632442065186,True,Caffeine metabolism,4,94,2,6524,0.02127659574468085,0.5,query_1,['KEGG:00000'],"['ENSDARG00000007024', 'ENSDARG00000055240']","[['KEGG'], ['KEGG']]"
KEGG,KEGG:04518,Integrin signaling,0.014450632442065186,True,Integrin signaling,149,94,8,6524,0.0851063829787234,0.053691275167785234,query_1,['KEGG:00000'],"['ENSDARG00000020741', 'ENSDARG00000012694', 'ENSDARG00000008969', 'ENSDARG00000043719', 'ENSDARG00000087359', 'ENSDARG00000053831', 'ENSDARG00000052207', 'ENSDARG00000055388']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:MF,GO:0016787,hydrolase activity,0.014938879533907915,True,"""Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc."" [ISBN:0198506732]",2494,255,48,21077,0.18823529411764706,0.019246190858059342,query_1,['GO:0003824'],"['ENSDARG00000023111', 'ENSDARG00000021339', 'ENSDARG00000058953', 'ENSDARG00000055278', 'ENSDARG00000100248', 'ENSDARG00000073786', 'ENSDARG00000041595', 'ENSDARG00000070078', 'ENSDARG00000015662', 'ENSDARG00000057498', 'ENSDARG00000019772', 'ENSDARG00000099425', 'ENSDARG00000075827', 'ENSDARG00000093193', 'ENSDARG00000103308', 'ENSDARG00000104450', 'ENSDARG00000057767', 'ENSDARG00000019451', 'ENSDARG00000007988', 'ENSDARG00000034862', 'ENSDARG00000052855', 'ENSDARG00000070453', 'ENSDARG00000097285', 'ENSDARG00000100782', 'ENSDARG00000002986', 'ENSDARG00000038199', 'ENSDARG00000069496', 'ENSDARG00000101762', 'ENSDARG00000020364', 'ENSDARG00000019709', 'ENSDARG00000103253', 'ENSDARG00000008553', 'ENSDARG00000041083', 'ENSDARG00000096445', 'ENSDARG00000008948', 'ENSDARG00000045074', 'ENSDARG00000009153', 'ENSDARG00000057677', 'ENSDARG00000060280', 'ENSDARG00000116259', 'ENSDARG00000031616', 'ENSDARG00000063059', 'ENSDARG00000098099', 'ENSDARG00000004199', 'ENSDARG00000012395', 'ENSDARG00000076294', 'ENSDARG00000104895', 'ENSDARG00000076250']","[['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0016042,lipid catabolic process,0.018050061406798785,True,"""The chemical reactions and pathways resulting in the breakdown of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [GOC:go_curators]",75,151,5,14996,0.033112582781456956,0.06666666666666667,query_1,"['GO:0006629', 'GO:0009056']","['ENSDARG00000092170', 'ENSDARG00000092155', 'ENSDARG00000015662', 'ENSDARG00000009153', 'ENSDARG00000089177']","[['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0051234,establishment of localization,0.018416420417892616,True,"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]",2288,151,38,14996,0.25165562913907286,0.016608391608391608,query_1,['GO:0051179'],"['ENSDARG00000101324', 'ENSDARG00000027355', 'ENSDARG00000016771', 'ENSDARG00000092170', 'ENSDARG00000022767', 'ENSDARG00000012609', 'ENSDARG00000058476', 'ENSDARG00000042780', 'ENSDARG00000092155', 'ENSDARG00000043279', 'ENSDARG00000058953', 'ENSDARG00000075016', 'ENSDARG00000012076', 'ENSDARG00000060496', 'ENSDARG00000070078', 'ENSDARG00000015662', 'ENSDARG00000089310', 'ENSDARG00000040298', 'ENSDARG00000104450', 'ENSDARG00000030872', 'ENSDARG00000026682', 'ENSDARG00000059902', 'ENSDARG00000021573', 'ENSDARG00000075436', 'ENSDARG00000036722', 'ENSDARG00000060345', 'ENSDARG00000020866', 'ENSDARG00000078132', 'ENSDARG00000008948', 'ENSDARG00000102004', 'ENSDARG00000009153', 'ENSDARG00000071159', 'ENSDARG00000009470', 'ENSDARG00000076401', 'ENSDARG00000041848', 'ENSDARG00000094929', 'ENSDARG00000078902', 'ENSDARG00000057098']","[['IEA'], ['IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IDA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:MF,GO:0016712,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",0.021358668803217306,True,"""Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from reduced flavin or flavoprotein and one other donor, and one atom of oxygen is incorporated into one donor."" [EC:1.14.14.-]",38,255,4,21077,0.01568627450980392,0.10526315789473684,query_1,"['GO:0004497', 'GO:0016705']","['ENSDARG00000021172', 'ENSDARG00000101861', 'ENSDARG00000101423', 'ENSDARG00000104593']","[['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:MF,GO:0005506,iron ion binding,0.023077572335740718,True,"""Binding to an iron (Fe) ion."" [GOC:ai]",215,255,9,21077,0.03529411764705882,0.04186046511627907,query_1,['GO:0046914'],"['ENSDARG00000021172', 'ENSDARG00000101861', 'ENSDARG00000101423', 'ENSDARG00000025595', 'ENSDARG00000053068', 'ENSDARG00000055240', 'ENSDARG00000104593', 'ENSDARG00000006501', 'ENSDARG00000089177']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0009617,response to bacterium,0.026640833794589782,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium."" [GOC:hb]",49,151,4,14996,0.026490066225165563,0.08163265306122448,query_1,['GO:0051707'],"['ENSDARG00000016771', 'ENSDARG00000055705', 'ENSDARG00000052207', 'ENSDARG00000102175']","[['IDA', 'IBA'], ['IDA'], ['IDA'], ['IEA']]"
KEGG,KEGG:00983,Drug metabolism - other enzymes,0.028120609443154716,True,Drug metabolism - other enzymes,68,94,5,6524,0.05319148936170213,0.07352941176470588,query_1,['KEGG:00000'],"['ENSDARG00000006220', 'ENSDARG00000055240', 'ENSDARG00000038199', 'ENSDARG00000002394', 'ENSDARG00000043820']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:BP,GO:0051179,localization,0.0282596584149486,True,"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]",2347,151,38,14996,0.25165562913907286,0.016190881976991905,query_1,['GO:0008150'],"['ENSDARG00000101324', 'ENSDARG00000027355', 'ENSDARG00000016771', 'ENSDARG00000092170', 'ENSDARG00000022767', 'ENSDARG00000012609', 'ENSDARG00000058476', 'ENSDARG00000042780', 'ENSDARG00000092155', 'ENSDARG00000043279', 'ENSDARG00000058953', 'ENSDARG00000075016', 'ENSDARG00000012076', 'ENSDARG00000060496', 'ENSDARG00000070078', 'ENSDARG00000015662', 'ENSDARG00000089310', 'ENSDARG00000040298', 'ENSDARG00000104450', 'ENSDARG00000030872', 'ENSDARG00000026682', 'ENSDARG00000059902', 'ENSDARG00000021573', 'ENSDARG00000075436', 'ENSDARG00000036722', 'ENSDARG00000060345', 'ENSDARG00000020866', 'ENSDARG00000078132', 'ENSDARG00000008948', 'ENSDARG00000102004', 'ENSDARG00000009153', 'ENSDARG00000071159', 'ENSDARG00000009470', 'ENSDARG00000076401', 'ENSDARG00000041848', 'ENSDARG00000094929', 'ENSDARG00000078902', 'ENSDARG00000057098']","[['IEA'], ['IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IDA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0006082,organic acid metabolic process,0.02868599546966313,True,"""The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]",270,151,9,14996,0.059602649006622516,0.03333333333333333,query_1,['GO:0044281'],"['ENSDARG00000018351', 'ENSDARG00000042010', 'ENSDARG00000071076', 'ENSDARG00000021172', 'ENSDARG00000058005', 'ENSDARG00000053500', 'ENSDARG00000045414', 'ENSDARG00000101762', 'ENSDARG00000091503']","[['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:MF,GO:0046872,metal ion binding,0.028940680436391246,True,"""Binding to a metal ion."" [GOC:ai]",2799,255,51,21077,0.2,0.01822079314040729,query_1,['GO:0043169'],"['ENSDARG00000016771', 'ENSDARG00000018351', 'ENSDARG00000010312', 'ENSDARG00000042010', 'ENSDARG00000009549', 'ENSDARG00000071429', 'ENSDARG00000021339', 'ENSDARG00000021172', 'ENSDARG00000053254', 'ENSDARG00000100248', 'ENSDARG00000055705', 'ENSDARG00000104329', 'ENSDARG00000015662', 'ENSDARG00000057498', 'ENSDARG00000101861', 'ENSDARG00000058005', 'ENSDARG00000101423', 'ENSDARG00000075827', 'ENSDARG00000025595', 'ENSDARG00000104450', 'ENSDARG00000068586', 'ENSDARG00000007988', 'ENSDARG00000034862', 'ENSDARG00000070453', 'ENSDARG00000098645', 'ENSDARG00000053068', 'ENSDARG00000097285', 'ENSDARG00000100782', 'ENSDARG00000039116', 'ENSDARG00000002986', 'ENSDARG00000055240', 'ENSDARG00000037425', 'ENSDARG00000038199', 'ENSDARG00000103589', 'ENSDARG00000104593', 'ENSDARG00000008553', 'ENSDARG00000013056', 'ENSDARG00000079980', 'ENSDARG00000096304', 'ENSDARG00000033594', 'ENSDARG00000039687', 'ENSDARG00000041083', 'ENSDARG00000009153', 'ENSDARG00000042293', 'ENSDARG00000006501', 'ENSDARG00000087227', 'ENSDARG00000098952', 'ENSDARG00000089177', 'ENSDARG00000012395', 'ENSDARG00000076250', 'ENSDARG00000075441']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0015711,organic anion transport,0.031105217431742042,True,"""The directed movement of organic anions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Organic anions are atoms or small molecules with a negative charge which contain carbon in covalent linkage."" [GOC:ai, GOC:krc]",87,151,5,14996,0.033112582781456956,0.05747126436781609,query_1,['GO:0006810'],"['ENSDARG00000027355', 'ENSDARG00000015662', 'ENSDARG00000021573', 'ENSDARG00000008948', 'ENSDARG00000009153']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0015908,fatty acid transport,0.03226056514249531,True,"""The directed movement of fatty acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Fatty acids are aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis."" [GOC:ai]",25,151,3,14996,0.019867549668874173,0.12,query_1,"['GO:0006869', 'GO:0015718']","['ENSDARG00000015662', 'ENSDARG00000008948', 'ENSDARG00000009153']","[['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0009396,folic acid-containing compound biosynthetic process,0.03300660231183221,True,"""The chemical reactions and pathways resulting in the formation of folic acid and its derivatives."" [GOC:ai]",7,151,2,14996,0.013245033112582781,0.2857142857142857,query_1,"['GO:0006760', 'GO:0042398', 'GO:0042559']","['ENSDARG00000070453', 'ENSDARG00000068876']","[['IEA'], ['IEA']]"
KEGG,KEGG:00565,Ether lipid metabolism,0.034122138374780814,True,Ether lipid metabolism,45,94,4,6524,0.0425531914893617,0.08888888888888889,query_1,['KEGG:00000'],"['ENSDARG00000015662', 'ENSDARG00000096445', 'ENSDARG00000008948', 'ENSDARG00000009153']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:MF,GO:0043169,cation binding,0.03452784138827768,True,"""Binding to a cation, a charged atom or group of atoms with a net positive charge."" [GOC:jl]",2840,255,51,21077,0.2,0.01795774647887324,query_1,['GO:0043167'],"['ENSDARG00000016771', 'ENSDARG00000018351', 'ENSDARG00000010312', 'ENSDARG00000042010', 'ENSDARG00000009549', 'ENSDARG00000071429', 'ENSDARG00000021339', 'ENSDARG00000021172', 'ENSDARG00000053254', 'ENSDARG00000100248', 'ENSDARG00000055705', 'ENSDARG00000104329', 'ENSDARG00000015662', 'ENSDARG00000057498', 'ENSDARG00000101861', 'ENSDARG00000058005', 'ENSDARG00000101423', 'ENSDARG00000075827', 'ENSDARG00000025595', 'ENSDARG00000104450', 'ENSDARG00000068586', 'ENSDARG00000007988', 'ENSDARG00000034862', 'ENSDARG00000070453', 'ENSDARG00000098645', 'ENSDARG00000053068', 'ENSDARG00000097285', 'ENSDARG00000100782', 'ENSDARG00000039116', 'ENSDARG00000002986', 'ENSDARG00000055240', 'ENSDARG00000037425', 'ENSDARG00000038199', 'ENSDARG00000103589', 'ENSDARG00000104593', 'ENSDARG00000008553', 'ENSDARG00000013056', 'ENSDARG00000079980', 'ENSDARG00000096304', 'ENSDARG00000033594', 'ENSDARG00000039687', 'ENSDARG00000041083', 'ENSDARG00000009153', 'ENSDARG00000042293', 'ENSDARG00000006501', 'ENSDARG00000087227', 'ENSDARG00000098952', 'ENSDARG00000089177', 'ENSDARG00000012395', 'ENSDARG00000076250', 'ENSDARG00000075441']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
